,Unnamed: 0,id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,user,followers,friends,hashtags,place,coordinates,favorites,impressions,reach,engagement,engagement_rate,Nike
6,6,1443171348969230337,Wed Sep 29 11:10:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NikePHStore: Nike Retro GTS
Men's Shoes (Gym Red)
Order Here 👉 https://t.co/LpNlRdIQpZ
For Only 2,895 pesos‼

#Nike #NikePH #NikeRetro…",Nike Retro GTSMen 's Shoes Gym Red Order Here Only pesos,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5,en,0,1,"{'id': 168505857, 'id_str': '168505857', 'name': 'Jon Lopez', 'screen_name': 'jonlopez_xt', 'location': 'Cavite, Philippines', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 17, 'friends_count': 22, 'listed_count': 0, 'created_at': 'Mon Jul 19 14:39:02 +0000 2010', 'favourites_count': 93, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 170, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1127911909372628992/JnH2A_zA_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1127911909372628992/JnH2A_zA_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/168505857/1621420946', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",17,22,"Nike, NikePH, NikeRetro",NikePHStore,"Cavite, Philippines",,1,39,0.02564102564102564,2.564102564102564,1
7,7,1443171302475374594,Wed Sep 29 11:10:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NikePHStore: Zoom Freak 3
Basketball Shoes (Black/Light Photo Blue)
Order Here 👉 https://t.co/qACN5bkRpb
For Only 6,795 pesos‼

#Nike #…",Zoom Freak Basketball Shoes Black/Light Photo Blue Order Here Only pesos,"Sentiment(polarity=0.0, subjectivity=0.55)",0.0,0.55,en,0,2,"{'id': 168505857, 'id_str': '168505857', 'name': 'Jon Lopez', 'screen_name': 'jonlopez_xt', 'location': 'Cavite, Philippines', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 17, 'friends_count': 22, 'listed_count': 0, 'created_at': 'Mon Jul 19 14:39:02 +0000 2010', 'favourites_count': 93, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 170, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1127911909372628992/JnH2A_zA_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1127911909372628992/JnH2A_zA_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/168505857/1621420946', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",17,22,Nike,NikePHStore,"Cavite, Philippines",,2,39,0.05128205128205128,5.128205128205128,1
8,8,1443171238671618050,Wed Sep 29 11:10:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NikePHStore: Nike Waffle Trainer 2
Men's Shoes (Sail)
Order Here 👉 https://t.co/YcxHOpajVK
19% OFF‼ Now Only 4,079 pesos‼

#Nike #NikeP…",Nike Waffle Trainer Men 's Shoes Sail Order Here OFF Now Only pesos,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,0,1,"{'id': 168505857, 'id_str': '168505857', 'name': 'Jon Lopez', 'screen_name': 'jonlopez_xt', 'location': 'Cavite, Philippines', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 17, 'friends_count': 22, 'listed_count': 0, 'created_at': 'Mon Jul 19 14:39:02 +0000 2010', 'favourites_count': 93, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 170, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1127911909372628992/JnH2A_zA_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1127911909372628992/JnH2A_zA_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/168505857/1621420946', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",17,22,Nike,NikePHStore,"Cavite, Philippines",,1,39,0.02564102564102564,2.564102564102564,1
9,9,1443171191871524864,Wed Sep 29 11:09:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NikePHStore: Nike Air Max Axis
Men's Shoes (Black)
Order Here 👉 https://t.co/pYHGm4tF0e
40% OFF‼ Now Only 2,877 pesos‼

#Nike #NikePH #…",Nike Air Max AxisMen 's Shoes Black Order Here OFF Now Only pesos,"Sentiment(polarity=-0.08333333333333333, subjectivity=0.7166666666666667)",-0.0833333333333333,0.7166666666666667,en,0,1,"{'id': 168505857, 'id_str': '168505857', 'name': 'Jon Lopez', 'screen_name': 'jonlopez_xt', 'location': 'Cavite, Philippines', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 17, 'friends_count': 22, 'listed_count': 0, 'created_at': 'Mon Jul 19 14:39:02 +0000 2010', 'favourites_count': 93, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 170, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1127911909372628992/JnH2A_zA_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1127911909372628992/JnH2A_zA_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/168505857/1621420946', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",17,22,"Nike, NikePH",NikePHStore,"Cavite, Philippines",,1,39,0.02564102564102564,2.564102564102564,1
10,10,1443171168626757632,Wed Sep 29 11:09:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NikePHStore: Nike Air Force 1 Shadow
Women's Shoes (Cashmere)
Order Here 👉 https://t.co/h0MzFyX3XE
For Only 5,795 pesos‼

#Nike #NikePH…",Nike Air Force ShadowWomen 's Shoes Cashmere Order Here Only pesos,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,0,1,"{'id': 168505857, 'id_str': '168505857', 'name': 'Jon Lopez', 'screen_name': 'jonlopez_xt', 'location': 'Cavite, Philippines', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 17, 'friends_count': 22, 'listed_count': 0, 'created_at': 'Mon Jul 19 14:39:02 +0000 2010', 'favourites_count': 93, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 170, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1127911909372628992/JnH2A_zA_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1127911909372628992/JnH2A_zA_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/168505857/1621420946', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",17,22,"Nike, NikePH",NikePHStore,"Cavite, Philippines",,1,39,0.02564102564102564,2.564102564102564,1
11,11,1443171145121812484,Wed Sep 29 11:09:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NikePHStore: Nike Air Max 90
Men's Shoes (Black)
Order Here 👉 https://t.co/S82pVkL38K
40% OFF‼ Now Only 2,217 pesos‼

#Nike #NikePH #Ni…",Nike Air Max Men 's Shoes Black Order Here OFF Now Only pesos,"Sentiment(polarity=-0.08333333333333333, subjectivity=0.7166666666666667)",-0.0833333333333333,0.7166666666666667,en,0,1,"{'id': 168505857, 'id_str': '168505857', 'name': 'Jon Lopez', 'screen_name': 'jonlopez_xt', 'location': 'Cavite, Philippines', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 17, 'friends_count': 22, 'listed_count': 0, 'created_at': 'Mon Jul 19 14:39:02 +0000 2010', 'favourites_count': 93, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 170, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1127911909372628992/JnH2A_zA_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1127911909372628992/JnH2A_zA_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/168505857/1621420946', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",17,22,"Nike, NikePH",NikePHStore,"Cavite, Philippines",,1,39,0.02564102564102564,2.564102564102564,1
12,12,1443170892008198151,Wed Sep 29 11:08:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nike Air Max 90
Men's Shoes (Black)
Order Here 👉 https://t.co/S82pVkL38K
40% OFF‼ Now Only 2,217 pesos‼

#Nike… https://t.co/NUskMllRwX",Nike Air Max Men 's Shoes Black Order Here OFF Now Only pesos,"Sentiment(polarity=-0.08333333333333333, subjectivity=0.7166666666666667)",-0.0833333333333333,0.7166666666666667,en,0,1,"{'id': 1441340467723993098, 'id_str': '1441340467723993098', 'name': 'Nike Philippines Store', 'screen_name': 'NikePHStore', 'location': '', 'description': 'Sports Shoes and Clothing', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1, 'friends_count': 0, 'listed_count': 0, 'created_at': 'Fri Sep 24 09:55:35 +0000 2021', 'favourites_count': 1, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 13, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1441340963717218318/9RxAAhfT_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1441340963717218318/9RxAAhfT_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",1,0,Nike,,,"[[120.9988804, 14.5134816], [121.0675443, 14.5134816], [121.0675443, 14.5795174], [120.9988804, 14.5795174]]",1,1,1.0,100.0,1
13,13,1443088839518482432,Wed Sep 29 05:42:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nike Air Force 1 Shadow
Women's Shoes (Cashmere)
Order Here 👉 https://t.co/h0MzFyX3XE
For Only 5,795 pesos‼

#Nike… https://t.co/JWY1BRmgMN",Nike Air Force ShadowWomen 's Shoes Cashmere Order Here Only pesos,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,0,1,"{'id': 1441340467723993098, 'id_str': '1441340467723993098', 'name': 'Nike Philippines Store', 'screen_name': 'NikePHStore', 'location': '', 'description': 'Sports Shoes and Clothing', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1, 'friends_count': 0, 'listed_count': 0, 'created_at': 'Fri Sep 24 09:55:35 +0000 2021', 'favourites_count': 1, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 13, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1441340963717218318/9RxAAhfT_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1441340963717218318/9RxAAhfT_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",1,0,Nike,,,"[[120.9988804, 14.5134816], [121.0675443, 14.5134816], [121.0675443, 14.5795174], [120.9988804, 14.5795174]]",1,1,1.0,100.0,1
14,14,1443088037852839939,Wed Sep 29 05:39:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nike Air Max Axis
Men's Shoes (Black)
Order Here 👉 https://t.co/pYHGm4tF0e
40% OFF‼ Now Only 2,877 pesos‼

#Nike… https://t.co/L5MCx3jh71",Nike Air Max AxisMen 's Shoes Black Order Here OFF Now Only pesos,"Sentiment(polarity=-0.08333333333333333, subjectivity=0.7166666666666667)",-0.0833333333333333,0.7166666666666667,en,0,1,"{'id': 1441340467723993098, 'id_str': '1441340467723993098', 'name': 'Nike Philippines Store', 'screen_name': 'NikePHStore', 'location': '', 'description': 'Sports Shoes and Clothing', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1, 'friends_count': 0, 'listed_count': 0, 'created_at': 'Fri Sep 24 09:55:35 +0000 2021', 'favourites_count': 1, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 13, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1441340963717218318/9RxAAhfT_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1441340963717218318/9RxAAhfT_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",1,0,Nike,,,"[[120.9988804, 14.5134816], [121.0675443, 14.5134816], [121.0675443, 14.5795174], [120.9988804, 14.5795174]]",1,1,1.0,100.0,1
15,15,1442957291364421632,Tue Sep 28 21:00:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Check out Nike Court Air Vapor X Youth Iridescent White Silver Tennis Shoes Sneakers~Sz 5Y #Nike… https://t.co/sPboLbE5Bf,Check Nike Court Air Vapor X Youth Iridescent White Silver Tennis Shoes Sneakers~Sz Y,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,"{'id': 752175920685932544, 'id_str': '752175920685932544', 'name': 'Crown Trading Group', 'screen_name': 'TheCrownTrading', 'location': 'Hanover, MA', 'description': 'We buy and sell baseball cards, high end clothing, footwear and collectibles...Tag us on your posts for retweeting @thecrowntrading', 'url': 'https://t.co/IQ5pgV3MC9', 'entities': {'url': {'urls': [{'url': 'https://t.co/IQ5pgV3MC9', 'expanded_url': 'https://www.ebay.com/str/crowntradingcompany?_sop=1&rt=nc&_oac=1', 'display_url': 'ebay.com/str/crowntradi…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 302, 'friends_count': 68, 'listed_count': 40, 'created_at': 'Sun Jul 10 16:21:29 +0000 2016', 'favourites_count': 981, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 22491, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1158092941849747456/zsTWIgbm_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1158092941849747456/zsTWIgbm_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/752175920685932544/1476834966', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",302,68,Nike,,"Hanover, MA",,0,370,0.0,0.0,1
16,16,1442761381380608000,Tue Sep 28 08:01:33 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Air Force 1
Available online 📲💻

Visit our website 👇🏾
https://t.co/zFuN8kmxQZ 
Or 
Order on WhatsApp @ 076 040 4819… https://t.co/IjFKH9fWH1",Air Force Available online Visit website Or Order WhatsApp,"Sentiment(polarity=0.4, subjectivity=0.4)",0.4,0.4,en,0,0,"{'id': 1434154068574969858, 'id_str': '1434154068574969858', 'name': 'Thestreetweardrip_', 'screen_name': 'Streetweardrip_', 'location': 'South Africa', 'description': '𝐋𝐢𝐟𝐞 𝐢𝐬 𝐭𝐞𝐦𝐩𝐨𝐫𝐚𝐫𝐲, 𝐝𝐫𝐢𝐩 𝐢𝐬 𝐟𝐨𝐫𝐞𝐯𝐞𝐫.💧⏳ 🇿🇦 | Based in SA 👟 | Online store 🚚 | Free delivery 📥 | Dm for any enquiries ⬇️', 'url': 'https://t.co/sVpmL5RWwA', 'entities': {'url': {'urls': [{'url': 'https://t.co/sVpmL5RWwA', 'expanded_url': 'http://www.thestreetweardrip.co.za/', 'display_url': 'thestreetweardrip.co.za', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 0, 'friends_count': 7, 'listed_count': 0, 'created_at': 'Sat Sep 04 13:59:34 +0000 2021', 'favourites_count': 1, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 11, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1434164528980414464/QZTbSOYP_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1434164528980414464/QZTbSOYP_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1434154068574969858/1630767140', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,7,,,South Africa,,0,7,0.0,0.0,1
17,17,1442754217710538752,Tue Sep 28 07:33:05 +0000 2021,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#nike #nikerunning #nikerunclub #nikerunclub #roma #resilienza #resilience #corsetta #allenamento #corsa #nikeshoes… https://t.co/5zNVH3n5VL,,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,"{'id': 250063026, 'id_str': '250063026', 'name': 'Patrizio G.', 'screen_name': 'castoro979', 'location': 'Roma', 'description': ""don't chase people. be yourself do you own thing and work hard. the right people the ones who really belong in your life will come to you and stay."", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 371, 'friends_count': 300, 'listed_count': 2, 'created_at': 'Thu Feb 10 10:25:08 +0000 2011', 'favourites_count': 29979, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 1594, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/535934282590855168/IXPBnbae_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/535934282590855168/IXPBnbae_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/250063026/1460973690', 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",371,300,"nike, nikerunning, nikerunclub, nikerunclub, roma, resilienza, resilience, corsetta, allenamento, corsa, nikeshoes",,Roma,"[[12.2344266, 41.6558738], [12.8558641, 41.6558738], [12.8558641, 42.140959], [12.2344266, 42.140959]]",0,671,0.0,0.0,1
18,18,1442666648415047683,Tue Sep 28 01:45:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","For Sale: Nike Air Vapormax Shoe for Women 
P 6,000 + SF
US size: Different sizes available 
Color: Dark Raisin/Pin… https://t.co/mzuVhevJ4s",For Sale Nike Air Vapormax Shoe Women P SFUS size Different sizes available Color Dark Raisin/Pin,"Sentiment(polarity=0.08333333333333333, subjectivity=0.4666666666666666)",0.0833333333333333,0.4666666666666666,en,1,0,"{'id': 1243182132979044353, 'id_str': '1243182132979044353', 'name': 'TRENDYEXPERT', 'screen_name': 'TRENDYEXPERT1', 'location': '', 'description': 'A STYLE FOR EVERY STORY', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 3, 'friends_count': 51, 'listed_count': 0, 'created_at': 'Thu Mar 26 14:28:04 +0000 2020', 'favourites_count': 93, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 152, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1243189526857535491/y9dPD7AT_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1243189526857535491/y9dPD7AT_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",3,51,,,,,1,54,0.018518518518518517,1.8518518518518516,1
